geo,time,pop1,pop2,pop3,pop4,pop5
lbn,1931,1286192227,505530,1716049,101444,377386
lso,1931,52391814,899844,590593,11759,1695535
lbr,1931,507558788,1067014,1566034,20872,1801069
lby,1931,776944237,1591650,195020,9377,1850368
ltu,1931,1163148789,1318217,383091,19057,1223596
lux,1931,514231079,1479154,600937,90027,246281
mkd,1931,259918696,410714,1253492,82419,1849256
mdg,1931,1329769587,412386,1792623,43733,196418
mwi,1931,683467274,877873,1335626,1834,1434176
mys,1931,300944707,1425544,728965,45643,914573
mli,1931,75611339,1212679,1046461,26621,1719267
mrt,1931,56753341,1591756,138743,119726,1218847
mus,1931,121391004,336541,1556765,38516,1517169
mex,1931,972304219,1200734,1363384,102548,331183
mda,1931,1260651807,1998766,1965729,6038,1822987
mng,1931,1006152789,599960,1524175,71387,288215
mne,1931,349503288,1196897,851709,97339,1805630
mar,1931,369208179,1771176,674056,103372,120418
moz,1931,482590056,1295317,1318565,27270,145934
mmr,1931,389516661,1631383,98013,90565,1228564
nam,1931,1356557794,1529526,1612816,86061,1790651
npl,1931,471837728,706558,1174752,40262,140653
nld,1931,97398866,1797549,373413,107413,1964947
nzl,1931,34519448,1148996,1777004,88568,145478
nic,1931,318288250,1876159,961864,51683,1016765
ner,1931,1187251617,112428,616574,33773,1919362
nga,1931,425442714,1531636,1719628,70952,217847
prk,1931,783631413,1693927,1432801,117393,1785938
nor,1931,651484480,522445,957734,37543,102767
omn,1931,60669251,1190579,1303575,38044,1284092
pak,1931,51668823,750270,1558931,19559,78652
pan,1931,1027477576,1203664,919561,74766,351325
png,1931,1210477406,89925,1639469,113689,715284
pry,1931,672268586,815162,1365149,81644,1840140
per,1931,811779315,568287,608412,114058,150284
phl,1931,470657904,1578574,1399816,62187,1883487
pol,1931,655172597,465049,23853,128972,382741
prt,1931,237235035,226916,532343,93849,814266
qat,1931,928755195,1961070,1138606,10183,518417
rou,1931,791724543,1126222,1515761,122971,1914419
rus,1931,456016897,81783,447015,14325,693990
rwa,1931,907247353,376314,484748,101079,1426857
sau,1931,1104467309,1341918,1094336,54418,49895
sen,1931,1228903733,1255861,577340,16971,632378
srb,1931,991691164,740504,1486077,77552,1446646
sle,1931,582835708,148125,823620,10999,1623789
sgp,1931,1184438982,672179,989648,124724,728301
svk,1931,395959042,1645702,194999,104111,1431777
svn,1931,960470719,240093,1724227,60857,349977
slb,1931,793156095,441633,363022,108826,1007235
som,1931,978218661,1526978,619711,22861,300217
zaf,1931,3037766,712114,479909,100124,639347
kor,1931,641940487,934236,1294385,43022,419612
sds,1931,1126063766,285249,551134,63120,298902
esp,1931,138720805,889968,504788,4733,483457
lka,1931,30374150,552257,1532122,41016,146404
sdn,1931,1076440579,1351099,935126,103460,729700
sur,1931,88348201,76810,1403983,60821,223011
swz,1931,922946371,116042,871347,20882,395619
swe,1931,841809766,218178,1285922,93351,1054801
che,1931,492711351,1323207,1012600,94342,1802444
syr,1931,363459993,1763051,337494,83951,97891
tjk,1931,743472051,1282801,786916,106300,1239879
tza,1931,624904189,656472,1578206,46025,777371
tha,1931,647906416,556431,1618196,77915,1533009
tls,1931,684019402,1749384,638998,55059,43140
tgo,1931,362727110,312494,226491,46957,1937246
tto,1931,1012103809,215535,838404,5817,1052126
tun,1931,878770019,1131759,1042329,35550,1690435
tur,1931,799623962,1224994,624541,24430,1400904
tkm,1931,483575377,1304141,479136,114674,1542695
uga,1931,1336418865,312987,1536699,13743,1607044
ukr,1931,1088660453,732834,1555138,74602,243770
are,1931,404621550,1915575,1477104,102199,774529
gbr,1931,913703532,1366008,1560011,35613,1679500
usa,1931,1053283555,1288437,75169,105271,1622266
ury,1931,149849057,1235773,1215341,28495,743425
uzb,1931,522291156,1578464,1189774,79637,1451770
ven,1931,368463730,154850,1420753,71894,1017176
vnm,1931,722543424,1044370,1877054,120913,1734502
pse,1931,526245557,1019621,1546604,70612,254195
yem,1931,893497425,1686214,391673,107409,854752
zmb,1931,968412106,1524152,1312211,32021,1710421
zwe,1931,270490942,854566,1685925,81882,847327
afg,1932,845542498,1932489,589568,98074,619825
alb,1932,399959440,453233,112539,32831,1453829
dza,1932,1181597761,457642,725143,47213,570500
ago,1932,445807224,1151466,552633,34927,452518
arg,1932,502698570,134388,1850232,93220,407405
arm,1932,535431597,438106,1573246,113791,1136860
aus,1932,214355257,1196506,1548442,74890,1100830
aut,1932,1090185869,184677,1087677,61576,598605
aze,1932,204424175,1740225,1153647,66000,171366
bhr,1932,1260551989,1165985,317462,85032,10305
bgd,1932,432478348,1023101,1081076,47397,530981
blr,1932,338730852,1652484,1969993,4357,938923
bel,1932,653654946,608708,871004,114845,1609649
ben,1932,972290924,668866,679205,62909,666321
btn,1932,1202602059,405755,732425,93084,1618028
bol,1932,454124378,368508,1546430,7575,1325416
bih,1932,698689090,237806,1796387,78962,20696
bwa,1932,134417625,167556,1866612,22268,1911229
bra,1932,1166525223,1443544,85889,127060,1385321
bgr,1932,121163644,806479,773671,96426,1265925
bfa,1932,366703920,375894,1020026,45220,216755
bdi,1932,653637717,407347,1511427,32853,1977983
khm,1932,1291539059,816510,705955,4292,184099
cmr,1932,52620680,980064,646510,117902,882160
can,1932,137284536,1132564,1245819,61231,1611985
cpv,1932,68514747,268098,731889,124386,1856305
caf,1932,627407012,73116,143322,69267,335446
tcd,1932,1210197829,836086,125727,98518,1403577
chl,1932,57146742,1541415,20198,88827,707493
chn,1932,67135974,326448,953744,1867,807697
col,1932,726570775,381380,982287,93902,1996206
com,1932,715836541,215952,527452,14115,1605779
cod,1932,94935784,76565,945427,111880,1947077
cog,1932,900848591,1989052,1932796,25241,1843603
cri,1932,1352353832,1844424,1420158,63820,1390858
civ,1932,975591512,1043266,1902552,97222,1755052
cub,1932,353295899,309545,130917,10981,969467
cyp,1932,817284294,198638,1823957,85631,839968
cze,1932,581626173,750684,1577066,6590,740697
dnk,1932,324701489,1894069,303629,58291,357746
dji,1932,925572402,744278,608048,72282,89518
dom,1932,151612973,1093151,1328331,52678,1058094
ecu,1932,528748053,75791,1177019,111114,759641
egy,1932,848013378,595184,1910478,23349,1841456
slv,1932,621918187,753505,896723,123777,146769
gnq,1932,409194638,1225160,1257262,5573,578250
eri,1932,70540145,956391,1919038,39082,1105442
est,1932,1126037969,1918814,875112,91949,683356
eth,1932,706980337,983749,382527,10549,914774
fji,1932,1302704744,1612168,1701350,70398,629054
fin,1932,603595113,1953727,615979,28449,1192768
fra,1932,1085509236,85483,173105,86662,356456
gab,1932,15919528,989364,714431,74117,1943315
gmb,1932,373989130,722664,1016149,128122,1986193
geo,1932,182672156,441766,350468,125021,197227
deu,1932,267096797,1766699,659187,94705,1753434
gha,1932,657011541,386491,639395,111571,868711
grc,1932,172423418,459268,436157,117199,858564
gtm,1932,791984629,1912833,1443119,22880,106271
gin,1932,107276335,1978856,1362354,54247,166915
gnb,1932,233657467,1039562,131655,114143,1996208
guy,1932,776613006,723685,136524,57956,68685
hti,1932,897229886,665190,1173904,64593,247148
hnd,1932,303788957,1819363,1173732,128027,1263065
hun,1932,168372434,1173824,1197902,94031,303442
ind,1932,603857703,554702,372375,22488,1393473
idn,1932,821875880,211104,1903704,29532,27454
irn,1932,1244447387,659476,1032085,104212,105210
irq,1932,689127309,629071,1393785,54299,674519
irl,1932,1181815826,1816828,1238693,78058,135486
isr,1932,41162677,67347,514394,97661,608150
ita,1932,693385920,1741208,1193148,39768,1291488
jam,1932,1112720081,556185,1342169,82884,363560
jpn,1932,966555577,871852,1591776,59888,180961
jor,1932,613161671,1654948,1248779,76668,1227258
kaz,1932,1329637282,893048,1301580,110344,427047
ken,1932,1374441509,57176,1348770,9461,1593254
kwt,1932,1036070563,1800356,50894,28103,4524
kgz,1932,294397712,386713,398502,106962,828277
lao,1932,940336446,210041,433206,12961,1028527
lva,1932,157043571,997489,1104944,52167,1122712
lbn,1932,905334893,865183,204,124720,1337131
lso,1932,1146126324,729900,43834,85623,113042
lbr,1932,1163780577,1005621,1840223,49960,1223469
lby,1932,445623495,314703,410161,42048,368037
ltu,1932,825891939,762969,1848748,18503,48532
lux,1932,745519516,803222,1354047,53729,618552
mkd,1932,671986118,981115,1853247,20781,229360
mdg,1932,796215466,151636,1038118,85685,234966
mwi,1932,16135297,531982,690735,111830,1934877
mys,1932,159335978,1476163,1810118,32601,682370
mli,1932,637469803,397843,76574,66496,1282987
mrt,1932,84384770,508594,1559790,120096,1895164
mus,1932,534399192,85838,645378,60554,729073
mex,1932,162091089,1076515,856859,110917,905610
mda,1932,307706888,52497,1046139,126877,1791798
mng,1932,27806473,1999347,69984,66148,1135141
mne,1932,611504676,424500,892656,106950,1620178
mar,1932,1220496435,1980493,1918755,121421,1946286
moz,1932,580319965,484995,695644,96762,44288
mmr,1932,931038546,1414703,1015006,99523,1821289
nam,1932,427064363,1885523,203060,57692,1920108
npl,1932,65733954,1859805,1962107,16363,1820627
nld,1932,379926626,1714514,1126537,118109,1011391
nzl,1932,894175881,1184402,990749,8904,794417
nic,1932,343968985,907293,772799,87087,1860268
ner,1932,861346980,874228,1046397,77993,1679491
nga,1932,1180557570,1195839,1665073,125050,370846
prk,1932,587632610,1318901,422084,62865,326371
nor,1932,56014031,1685730,1135739,107964,1203577
omn,1932,909371604,283180,544802,63686,1226750
pak,1932,254648898,945134,220361,52754,1939794
pan,1932,1228839497,109844,1790732,929,1273693
png,1932,220079974,684221,876372,125705,174670
pry,1932,197992572,1770061,530556,63237,1194405
per,1932,878705110,1498485,294752,33215,1130647
phl,1932,140306360,387801,412427,31906,1115948
pol,1932,1376404040,1552835,1663578,45412,488041
prt,1932,1305532249,1660337,1670550,27947,401931
qat,1932,466171022,542704,1161967,59756,698708
rou,1932,1348424660,1475661,1361381,55221,1971687
rus,1932,355546884,1480596,747183,106160,1635836
rwa,1932,1269407493,998104,700994,79306,188303
sau,1932,946637114,537683,1341498,65113,397590
sen,1932,757234250,491481,987417,75412,1605721
srb,1932,1288636784,872636,218926,37827,1640392
sle,1932,817249029,1270414,411339,43005,1712223
sgp,1932,934319755,1757504,1072985,75227,1768373
svk,1932,1081331050,947016,1123788,91960,98578
svn,1932,955313362,917625,58857,112598,1568342
slb,1932,617392046,456058,1502751,103313,1622019
som,1932,1221131727,710456,294493,82709,998427
zaf,1932,478023827,203502,912475,97314,573144
kor,1932,956995105,1104123,1844646,107575,102273
sds,1932,1025317057,330192,1926077,80815,899805
esp,1932,250176880,305610,153289,60035,1045792
lka,1932,38420032,384611,1818838,109488,1667460
sdn,1932,75892141,672025,1759836,119052,70609
sur,1932,472938687,1224678,360280,110778,1731819
swz,1932,1144696035,1477574,1854395,107169,1787235
swe,1932,215634905,836708,882523,40381,75684
che,1932,635383999,1579225,1176004,112207,23261
syr,1932,823928364,1363245,778302,26075,291377
tjk,1932,210217046,777099,1794408,72674,276906
tza,1932,122632598,417461,438950,71175,317306
tha,1932,346005280,1750778,156157,113454,499301
tls,1932,1350251457,820107,531749,65905,1230890
tgo,1932,149358898,858383,1343656,44469,958533
tto,1932,780973887,194482,1969405,69237,479891
tun,1932,752730470,850762,172049,1883,1050927
tur,1932,1043162424,788170,552288,19625,758004
tkm,1932,884567043,729941,497319,91294,554250
uga,1932,110164773,1386185,1845091,100147,1711743
ukr,1932,850601645,336027,367213,2764,700926
are,1932,1282749146,709596,704901,33705,983976
gbr,1932,103365381,174031,75552,36285,308162
usa,1932,735228306,89396,1970143,27265,654645
ury,1932,380575726,118830,1401257,85592,1569143
uzb,1932,885485791,934958,774950,61133,1598334
ven,1932,189895924,818540,1071897,53312,1433864
vnm,1932,751969588,1599076,251112,71683,1580393
pse,1932,684121144,550834,1583097,123648,91058
yem,1932,223521706,135758,833196,46117,221434
zmb,1932,180411090,839033,1807354,8815,1927982
zwe,1932,1230142028,123069,1252724,44781,1041499
afg,1933,952777011,1378095,404076,128148,1064959
alb,1933,384860300,320420,1223703,63612,783066
dza,1933,896791764,1711426,1010005,10375,574396
ago,1933,1300440297,406596,385524,42304,297711
arg,1933,252436301,1248383,1564718,25534,272811
arm,1933,873721309,1309635,1011122,44236,1621016
aus,1933,762092014,1418628,884272,37014,1190361
aut,1933,1073311619,1667953,989992,21490,1068887
aze,1933,20193820,717560,1748029,2249,97524
bhr,1933,13911612,498284,1046784,116145,917902
bgd,1933,835833655,222467,1354220,94440,1222450
blr,1933,1307169987,246322,1622458,76889,1230339
bel,1933,155994723,1729042,477668,36268,1401449
ben,1933,545491558,1367324,1392212,2829,1389098
btn,1933,551954875,331130,1024616,57721,513888
bol,1933,171821170,746217,1439623,29568,1935709
bih,1933,1042235128,498377,1129336,14555,1571367
bwa,1933,1167986750,1268813,1553364,61983,1046239
bra,1933,1309216555,1731384,1875892,19728,124734
bgr,1933,1061628308,337552,333656,40982,332240
bfa,1933,738164913,493872,476336,15258,796589
bdi,1933,78151518,1539854,1588509,93555,576894
khm,1933,1359170674,1938490,650758,103621,1819882
cmr,1933,683098420,1850528,683126,80199,1682443
can,1933,1251450933,29386,1282732,90231,1874079
cpv,1933,910528413,583079,1106892,24471,1246005
caf,1933,49892739,1897225,189538,120437,1428515
tcd,1933,1241682459,1113594,828861,116751,939704
chl,1933,949974008,1740238,1450627,96538,1240589
chn,1933,1173743262,1183830,506792,62368,938086
col,1933,1097947341,565430,303535,19222,1486164
com,1933,515333742,1992380,1120475,59973,1470751
cod,1933,909222858,454134,487186,12259,1636287
cog,1933,1242762537,1053875,70357,130225,829070
cri,1933,1359362058,1027654,539774,112653,1316589
civ,1933,202074364,599185,705038,82939,1800049
cub,1933,291303758,28432,1613219,10067,307188
cyp,1933,765198787,468879,1773649,119059,305061
cze,1933,367738370,875081,463916,89597,1198510
dnk,1933,455560993,1613911,1149846,82823,1580497
dji,1933,488640628,1516707,1055078,113815,1684181
dom,1933,812177949,1120106,1994364,96143,1862661
ecu,1933,536112101,688601,745882,93180,946521
egy,1933,118346955,1074643,822935,104106,491581
slv,1933,562763265,250641,1954273,31694,1877547
gnq,1933,435044742,461439,133747,4715,1361168
eri,1933,384275059,788885,1115759,9859,1615456
est,1933,1014533208,1697644,1557789,125586,905825
eth,1933,284220851,1197725,1882201,103206,1614860
fji,1933,487762959,662744,398998,78164,1456690
fin,1933,210940676,62023,1551328,81556,1355565
fra,1933,189975655,981437,1795363,66285,93924
gab,1933,344500104,95517,1344047,111856,808808
gmb,1933,1109560700,1889737,1430295,8679,1902786
geo,1933,1188194184,895951,221768,29229,796041
deu,1933,93732807,622512,1262396,104164,785885
gha,1933,531079661,783510,1028212,53077,1061607
grc,1933,620581857,1404252,175821,86555,244258
gtm,1933,1086171317,1108081,390318,25813,16059
gin,1933,841093050,1709989,778377,104854,712332
gnb,1933,581459144,253944,187672,89582,1217962
guy,1933,1310627870,584008,1995685,85052,54717
hti,1933,1396743539,137554,201723,121141,839201
hnd,1933,729413726,557291,1822431,99777,1425320
hun,1933,792553926,569683,252569,66642,40345
ind,1933,885006714,1682787,1931747,87290,1063488
idn,1933,1125229352,716515,1228175,32869,1802553
irn,1933,1349937460,818795,1995148,86859,71614
irq,1933,657930712,454072,1271786,85219,695265
irl,1933,714954845,989687,569359,5406,1544041
isr,1933,1383877563,848902,406952,15785,1111529
ita,1933,726740531,927277,184517,102088,628201
jam,1933,968844862,613945,911944,8550,1511167
jpn,1933,982709249,773489,299663,5859,612523
jor,1933,238258973,1058064,67978,33027,90870
kaz,1933,409277132,1440143,1885358,107298,42960
ken,1933,977478787,1740446,1365092,62166,297321
kwt,1933,837485026,1545965,1420529,103377,1443832
kgz,1933,1147859348,1929137,1368728,88990,1368252
lao,1933,199322957,677036,1263236,80070,1597098
lva,1933,32620103,1415805,732483,53882,1384126
lbn,1933,77651439,877756,1421393,66185,107274
lso,1933,128630391,1069185,1008094,55167,816688
lbr,1933,850527749,1855844,338153,103068,706655
lby,1933,770376308,1531008,146416,116647,1751726
ltu,1933,1263083878,1966696,1878945,44950,616174
lux,1933,998059308,915010,118187,116914,1026296
mkd,1933,1373383151,899520,1540313,11532,1830877
mdg,1933,933818179,407048,46567,55763,1842896
mwi,1933,865857536,533040,546882,63018,1300037
mys,1933,1281488604,1975439,1373523,60624,1007396
mli,1933,375614109,842925,706368,122228,1128507
mrt,1933,1082863465,919253,1665007,47542,1402048
mus,1933,1386416188,1169382,824145,125708,1275402
mex,1933,54535421,1472647,1638874,100054,1444823
mda,1933,1029198070,196396,1200086,86110,1059119
mng,1933,910795634,1047621,1620356,60360,909082
mne,1933,1256187327,1611521,1972237,49653,824870
mar,1933,839026521,1843688,1832142,79668,553239
moz,1933,1193607139,1604545,245975,56024,950342
mmr,1933,1200943401,1546084,1795896,42718,1239355
nam,1933,407632158,821500,1250463,105154,1048771
npl,1933,238163140,949132,1265638,88523,1734637
nld,1933,980742475,1532207,536118,62147,489715
nzl,1933,425219138,1556552,760066,63814,976219
nic,1933,444027122,422177,444723,31961,739083
ner,1933,1102511207,1846551,355982,81207,876285
nga,1933,288879702,756685,759418,68127,1859805
prk,1933,158773174,398749,57658,119557,1796160
nor,1933,1226366224,1382687,160213,117649,1367665
omn,1933,1268637708,848014,189250,35199,748936
pak,1933,806018187,256797,695996,7593,107103
pan,1933,800909962,800045,1380775,49886,1904746
png,1933,1094547386,168954,1900827,1540,1059910
pry,1933,1006037760,1598961,121724,43975,1763532
per,1933,911631923,1549948,501904,119468,825882
phl,1933,1330316627,625877,1096183,42515,1606525
pol,1933,139061091,1619279,1169754,92279,1335009
prt,1933,714330423,996264,1021004,82617,1549213
qat,1933,775801455,1408437,635412,61722,1180787
rou,1933,376536992,870110,1570853,24346,243544
rus,1933,321245741,1416530,230986,65288,1718583
rwa,1933,1385088533,683508,1956880,543,578738
sau,1933,701101659,1043802,1830856,102794,1609827
sen,1933,478213417,1392800,1001256,1682,959699
srb,1933,476286100,465604,1990251,922,1098746
sle,1933,924047332,1357901,1229839,88083,1926879
sgp,1933,15442102,1158991,120207,43645,1193601
svk,1933,470680495,427125,794262,116343,612262
svn,1933,247195438,154761,1699480,42910,1304283
slb,1933,880242433,1679768,722747,65843,1439401
som,1933,433908532,783974,1354232,10863,1851709
zaf,1933,143176956,1313639,329632,120301,989899
kor,1933,491961452,1787450,1949176,116280,1089562
sds,1933,1374073439,761887,549442,121921,649352
esp,1933,1343298794,1626456,696645,13605,337499
lka,1933,596748517,867530,258498,120223,1221802
sdn,1933,187148902,1334645,8797,48664,11236
sur,1933,833890083,1223704,1216958,129375,1917900
swz,1933,175530964,168401,939481,65361,1991441
swe,1933,1334995365,1075716,825230,92658,307305
che,1933,1174615368,1787163,1202257,88484,564023
syr,1933,414808646,2845,1795978,123490,96251
tjk,1933,783125972,276485,369640,41453,1062425
tza,1933,1325210995,1414023,903785,58828,1647614
tha,1933,603703109,1025960,1568173,87427,1439825
tls,1933,1373313479,1341871,643756,112221,1778375
tgo,1933,428311480,774775,1500046,39344,598110
tto,1933,892009357,746765,1764157,31247,353808
tun,1933,888781403,473851,719457,29299,452491
tur,1933,95444440,1138554,528112,12025,1845256
tkm,1933,382087294,43779,146173,59717,1262524
uga,1933,327244576,399649,854198,65153,1414677
ukr,1933,255249289,611662,804145,127502,1383356
are,1933,339884711,3123,1342602,96567,1017543
gbr,1933,1280872770,1724872,1085625,935,750044
usa,1933,1146224645,796821,407658,68524,1291239
ury,1933,876242685,1396018,1712800,9143,471115
uzb,1933,540848446,98386,1841164,80932,1777338
ven,1933,1062346330,1758370,738106,5805,1678285
vnm,1933,749656227,883640,757418,18119,1560601
pse,1933,583947157,1177585,1954085,91011,1216813
yem,1933,871843171,499841,1828545,68154,1964952
zmb,1933,1316652004,48947,760891,105161,1142851
zwe,1933,1097710000,488393,800615,116852,1371855
afg,1934,144677169,215212,358749,100127,1720863
alb,1934,975847923,1827055,1968639,102648,939956
dza,1934,220796400,1551216,1090282,83595,1931200
ago,1934,832149010,589585,1854637,121053,763561
arg,1934,833459112,280527,556849,81243,969933
arm,1934,1283565655,1975214,1470810,46378,8711
aus,1934,1018037577,703891,319332,77731,1309611
aut,1934,696634774,699243,1428864,103490,1232086
aze,1934,85997357,875628,389374,67938,780090
bhr,1934,455151684,901935,1228715,38676,595167
bgd,1934,1216083848,261618,967662,19371,1494921
blr,1934,547197798,5222,1345247,93854,713850
bel,1934,466104791,956758,768372,32154,921179
ben,1934,351438169,1561678,415486,37891,1539949
btn,1934,974069191,934194,869043,10932,676442
bol,1934,443839433,1877409,1875465,34914,1475468
bih,1934,748419733,483507,1437871,2475,1582888
bwa,1934,1294948164,1372351,1144944,128909,1408265
bra,1934,1072475400,1980458,1302160,38748,690979
bgr,1934,135596434,1025081,1209918,72694,1690427
bfa,1934,911148612,703677,373221,130106,1454630
bdi,1934,813224991,380860,1536802,123715,1038165
khm,1934,641277388,1758370,570382,81739,385651
cmr,1934,778972684,173507,864636,107562,1925500
can,1934,708033341,654834,55994,80608,383023
cpv,1934,805192295,406509,515309,21222,1654104
caf,1934,1036046623,1259668,206517,112271,1597646
tcd,1934,155668093,1466718,1495521,111068,1464885
chl,1934,314801625,1347456,271664,21421,1908591
chn,1934,1193608305,1982437,1597507,98225,1282089
col,1934,59403117,618195,62749,30554,702714
com,1934,597036517,776415,1680231,62257,36967
cod,1934,1332961118,1554214,740401,120639,1904529
cog,1934,1374510078,699742,621227,130222,425019
cri,1934,480438420,1057831,1703282,3918,1624404
civ,1934,570246078,1743174,1391200,113487,1766002
cub,1934,539004858,1944090,373591,67553,34386
cyp,1934,368826557,1239640,123840,68511,1866229
cze,1934,1324488506,678125,1786732,72859,136001
dnk,1934,1061567864,667755,81779,29643,747733
dji,1934,965568117,769516,1798631,40884,1415966
dom,1934,167564909,25846,163880,22711,1791909
ecu,1934,886087224,611196,690709,77021,1775289
egy,1934,96915395,1985084,1118378,28789,1248266
slv,1934,949004459,732103,115957,67562,750788
gnq,1934,914766992,684139,1480132,28345,436029
eri,1934,1092112399,187620,622619,62060,534951
est,1934,1119037589,1408961,252119,94392,1531599
eth,1934,977252009,21389,1069827,44064,1122020
fji,1934,693233450,1980947,73456,37984,1654001
fin,1934,1315329474,1388076,899281,60034,696144
fra,1934,759583101,1915989,867924,117582,604978
gab,1934,756441760,1916358,1558422,110738,912933
gmb,1934,191992587,1276917,941236,107782,1845747
geo,1934,1315273664,326271,105046,83745,37708
deu,1934,965968129,1166861,371906,9876,1869269
gha,1934,593403897,301564,680502,54877,751110
grc,1934,970560739,1260036,872194,110288,135543
gtm,1934,918648562,4486,109650,91224,928477
gin,1934,413626043,876168,557528,109475,1412268
gnb,1934,350416257,931523,1547644,1416,1829621
guy,1934,298950772,1674558,1133434,119229,84251
hti,1934,1361452350,911808,1709925,103140,1164466
hnd,1934,261845838,855031,47215,45071,121929
hun,1934,225209218,198532,1915187,8213,990781
ind,1934,275635584,1047025,214401,6416,1287746
idn,1934,599098564,1031375,269990,102102,1113216
irn,1934,55377200,1175672,1169409,39274,430598
irq,1934,242008601,1153347,1045614,50628,371535
irl,1934,942295034,1386280,1849465,119731,1368779
isr,1934,1327623544,513625,66871,112018,179813
ita,1934,1336256670,1471809,535265,86132,1565509
jam,1934,635069936,1629910,1428741,105368,1324434
jpn,1934,1101010590,974415,1899285,117536,66653
jor,1934,122447198,1897669,25506,32279,1845862
kaz,1934,859625082,1700747,1818509,124624,519377
ken,1934,636331792,239444,1326864,117345,372859
kwt,1934,1127831964,556954,1847015,28686,453719
kgz,1934,698093789,938300,1483907,107591,462893
lao,1934,441059371,766006,1460225,56720,1023250
lva,1934,1357297580,989950,1844040,30566,545268
lbn,1934,1363912370,1727481,518751,111085,211387
lso,1934,749229304,1321667,1232384,105936,756907
lbr,1934,1091018351,1837061,922958,115922,1869179
lby,1934,131130541,805238,1914082,14312,1757174
ltu,1934,438713651,343275,923288,97566,1955074
lux,1934,930466334,890989,1222540,90315,1836155
mkd,1934,101524603,1896283,923018,59488,1349661
mdg,1934,385504922,1129249,561092,64972,586994
mwi,1934,280314894,1059280,390637,33646,166934
mys,1934,171794873,91813,1799889,84732,218831
mli,1934,716326019,546286,506387,99602,1985369
mrt,1934,757495177,1625976,1540951,5887,765686
mus,1934,822019578,1939598,512098,13061,1490569
mex,1934,707708890,168849,1516175,56832,824762
mda,1934,699172417,924128,735788,95906,1151667
mng,1934,482034156,1084018,165651,64219,1128249
mne,1934,585843151,687687,36236,29328,626697
mar,1934,1223066192,621221,1733372,115647,1139752
moz,1934,903503254,912242,1892241,63329,1225856
mmr,1934,133335381,63559,1402785,76944,783218
nam,1934,88591788,225851,955480,79882,534763
npl,1934,1240093253,1040788,838439,57021,1612338
nld,1934,149760743,1002393,883319,75811,1663903
nzl,1934,503396350,874538,480303,54280,843356
nic,1934,416723521,1711368,1703470,9492,614533
ner,1934,812503171,1186572,551216,21950,320827
nga,1934,288851030,1486509,904272,120094,1154760
prk,1934,780374808,635051,729100,46304,1168929
nor,1934,73122692,596450,1023032,127679,1632670
omn,1934,327643405,540521,956179,9268,1391969
pak,1934,864506267,1275514,1557349,94228,1610758
pan,1934,1353447059,777171,1922716,1735,1715480
png,1934,578207082,1771173,757322,55464,1836275
pry,1934,158281547,1566269,543346,73326,1394182
per,1934,152668222,781672,1418645,52205,1805475
phl,1934,1081909325,571481,1269029,75107,364152
pol,1934,350284216,1293391,134057,122265,1006577
prt,1934,1221162152,1096498,537945,19075,285607
qat,1934,612397730,1608825,85122,3879,20287
rou,1934,434360853,98879,721098,29847,363714
rus,1934,1359077276,1090827,870403,84889,13861
rwa,1934,913040965,1866852,1116230,89351,232076
sau,1934,743554367,1550806,49103,95003,672848
sen,1934,834584399,1810565,782606,75024,807323
srb,1934,462000609,1914443,866987,70141,1902219
sle,1934,956032945,380543,17207,25571,436634
sgp,1934,490834998,635478,420825,124348,616635
svk,1934,91745600,711251,901119,12593,1994159
svn,1934,918007719,1793266,629603,71747,1530660
slb,1934,8299720,236535,100184,38829,1219398
som,1934,1304824814,1461866,1287251,20763,1052721
zaf,1934,330716753,680070,1080339,81251,1346498
kor,1934,454106384,1735137,125924,108541,1197514
sds,1934,230772461,44497,911798,76995,587532
esp,1934,1352434579,1724800,1441180,75904,586553
lka,1934,57856527,1715976,1765332,32450,288669
sdn,1934,487906146,1638833,760886,3975,1533439
sur,1934,326949101,668114,480953,31728,946769
swz,1934,256647707,1285947,30739,109446,1458307
swe,1934,1393589726,554698,686943,37603,756721
che,1934,953350335,355200,610891,56211,28622
syr,1934,757985684,1906276,1535309,65253,44598
tjk,1934,930300012,454762,206160,88964,1794683
tza,1934,207201138,567930,1675839,38897,618731
tha,1934,169548334,1664781,634642,70189,1778612
tls,1934,624930107,1364323,216737,36946,44199
tgo,1934,1370725850,919719,702033,10286,1394367
tto,1934,905490613,844486,1357484,84153,1262339
tun,1934,858517084,540357,379375,39060,542030
tur,1934,221613817,630863,1551137,4383,71561
tkm,1934,1029584327,1851172,531744,48344,375768
uga,1934,204198236,101618,817725,128217,697975
ukr,1934,195167339,306488,303144,99565,1333412
are,1934,1047490060,1511763,938751,129778,1042797
gbr,1934,1193196018,1145741,570213,113154,1852296
usa,1934,867041448,1206303,813334,34904,1833421
ury,1934,193673722,1587728,583791,1123,1586672
uzb,1934,694709599,588176,148087,13150,483210
ven,1934,1132834466,1077280,1742372,26809,332190
vnm,1934,1314900128,1866574,257477,75930,948263
pse,1934,1316690639,880761,564380,75156,1551223
yem,1934,1316714231,1606523,542094,17924,851112
zmb,1934,57327907,1848526,186762,71070,691666
zwe,1934,810757039,38621,74456,28937,223104
afg,1935,598259664,428601,169824,78194,1757490
alb,1935,724415461,323797,700211,70906,1107720
dza,1935,1098097756,516270,1933134,7267,997829
ago,1935,844428395,976757,735961,18095,862839
arg,1935,543887991,1393573,968583,87300,1583184
arm,1935,1253178322,1171175,1114645,11892,1204070
